id,title,release_date,year,genres,budget,revenue,popularity,production_companies,production_countries,spoken_languages
1273,TMNT,2007-03-23,2007,"['Adventure', ' Animation', ' Comedy', ' Family']",34000000,95608995,29.521,"['Imagi Animation Studios', ' The Weinstein Company', ' Warner Bros. Pictures', ' Mirage Studios']","Hong Kong, United States of America",English
9731,Friday the 13th: A New Beginning,1985-03-22,1985,"['Horror', ' Mystery', ' Comedy']",2200000,21930418,35.995,"['Georgetown Productions Inc.', ' Paramount']",United States of America,English
9396,Crocodile Dundee II,1988-05-19,1988,"['Adventure', ' Comedy']",14000000,239606210,17.67,['Paramount'],"Australia, United States of America",English
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22,1991,"['Science Fiction', ' Adventure', ' Action', ' Comedy', ' Family']",25000000,78656813,27.941,"['Orange Sky Golden Harvest', ' New Line Cinema', ' Mirage Studios']","Hong Kong, United States of America",English
11697,The Man Who Shot Liberty Valance,1962-04-15,1962,['Western'],3200000,8000000,13.441,"['Paramount', ' John Ford Productions']",United States of America,English
9676,The Black Dahlia,2006-09-15,2006,"['Crime', ' Thriller', ' Drama']",50000000,49111202,16.556,"['The Linson Company', ' Universal Pictures', ' Signature Pictures', ' Equity Pictures Medienfonds GmbH & Co. KG III', ' Davis Films', ' Millennium Media', ' Nu Image']","France, Germany, United States of America","German, English"
315011,Shin Godzilla,2016-07-29,2016,"['Action', ' Science Fiction', ' Horror']",15000000,77947607,26.397,"['Toho Pictures', ' Cine Bazar', ' TOHO']",Japan,"Italian, German, English, Japanese"
177494,Veronica Mars,2014-03-13,2014,"['Comedy', ' Drama', ' Crime']",6000000,3485127,14.733,"['Warner Bros. Digital', ' Spondoolie Productions']",United States of America,English
24418,Cirque du Freak: The Vampire's Assistant,2009-10-23,2009,"['Adventure', ' Fantasy', ' Action', ' Thriller']",40000000,28169671,23.221,"['Universal Pictures', ' Relativity Media']",United States of America,English
308504,Last Knights,2015-04-03,2015,"['Action', ' Adventure']",40000000,3643591,11.96,"['Luka Productions', ' Route One Entertainment', ' Sovik Global Contents Fund', ' DMM.com', ' Union Investment Partners', ' CJ Entertainment', ' Channel A', ' Czech Anglo Productions', ' Lotte Entertainment', ' Maeil Broadcasting Network', ' Arclight Films']","Czech Republic, Japan, South Korea, United States of America",English
10185,The Midnight Meat Train,2008-08-07,2008,"['Horror', ' Mystery', ' Fantasy']",15000000,3533227,19.007,"['Lakeshore Entertainment', ' Lions Gate Films', ' Midnight Picture Show', ' GreeneStreet Films', ' Lionsgate']",United States of America,English
11639,The Dark Crystal,1982-12-17,1982,"['Adventure', ' Family', ' Fantasy', ' Animation']",15000000,40577001,19.182,"['ITC Entertainment', ' The Jim Henson Company', ' Universal Pictures']","United Kingdom, United States of America",English
2623,An Officer and a Gentleman,1982-07-28,1982,"['Drama', ' Romance']",7500000,129795554,22.31,"['Paramount', ' Lorimar Film Entertainment']",United States of America,English
514921,The Aeronauts,2019-11-04,2019,"['Adventure', ' Drama', ' Romance']",40000000,3485251,12.15,"['Amazon Studios', ' Mandeville Films', ' FilmNation Entertainment', ' Popcorn Storm', ' One Shoe Films']","United Kingdom, United States of America",English
7450,Titan A.E.,2000-06-16,2000,"['Animation', ' Action', ' Science Fiction', ' Family', ' Adventure']",75000000,36754634,17.318,"['David Kirschner Productions', ' Fox Animation Studios', ' 20th Century Fox']",United States of America,"English, Mandarin"
155084,13 Sins,2014-04-11,2014,"['Horror', ' Thriller']",5000000,13809,16.647,"['Dimension Films', ' IM Global', ' Automatik Entertainment', ' Little Magic Films', ' Sahamongkol Film International', ' RADiUS-TWC']",United States of America,English
9621,Elizabethtown,2005-10-14,2005,"['Comedy', ' Drama', ' Romance']",57000000,52164016,16.702,"['Paramount', ' Cruise/Wagner Productions', ' Vinyl Films', ' KMP Film Invest']",United States of America,English
2637,The Mothman Prophecies,2002-01-25,2002,"['Drama', ' Horror', ' Mystery']",32000000,55305279,22.824,"['Screen Gems', ' Lakeshore Entertainment']",United States of America,English
995,Stagecoach,1939-03-03,1939,"['Western', ' Adventure']",531374,1103757,17.73,"['Walter Wanger Productions', ' United Artists']",United States of America,"English, Spanish"
84329,Robot & Frank,2012-08-16,2012,"['Science Fiction', ' Comedy', ' Drama', ' Crime']",2500000,3325038,16.199,"['Park Pictures Features', ' TBB', ' Dog Run Pictures', ' White Hat Entertainment', ' Samuel Goldwyn Films', ' Stage 6 Films']",United States of America,English
11812,The Sweetest Thing,2002-04-12,2002,"['Romance', ' Comedy']",43000000,68696770,17.375,['Konrad Pictures'],United States of America,English
9879,Striptease,1996-06-28,1996,"['Comedy', ' Crime', ' Drama']",50000000,113309743,19.644,['Castle Rock Entertainment'],United States of America,"English, French"
1630,The People vs. Larry Flynt,1996-12-25,1996,['Drama'],36000000,20300385,16.418,"['Columbia Pictures', ' Phoenix Pictures', ' Filmhaus', ' Illusion Entertainment', ' Ixtlan', ' Janet Yang Productions']",United States of America,English
949423,Pearl,2022-09-16,2022,"['Horror', ' Drama']",1000000,9423445,36.833,"['A24', ' Little Lamb Productions']",United States of America,"English, German"
169881,The Physician,2013-12-25,2013,"['Adventure', ' Drama', ' History']",36000000,57284237,18.793,"['Pixomondo', ' UFA Cinema', ' CinePostproduction', ' Beta Cinema', ' Cine Mobil', ' ARD Degeto', ' ARD']",Germany,English
828,The Day the Earth Stood Still,1951-09-28,1951,"['Drama', ' Science Fiction', ' Thriller']",995000,1850000,46.696,['20th Century Fox'],United States of America,"English, French"
164558,One Direction: This Is Us,2013-08-29,2013,"['Documentary', ' Music']",10000000,68500000,9.486,"['Sony Pictures', ' TriStar Pictures']","United Kingdom, United States of America","Portuguese, English"
322240,Nine Lives,2016-08-03,2016,"['Fantasy', ' Comedy', ' Family']",30000000,57814445,16.946,"['Fundamental Films', ' EuropaCorp']","China, France",English
376865,High Life,2018-09-26,2018,"['Science Fiction', ' Drama', ' Mystery']",8933400,2133033,9.242,"['Wild Bunch', ' ARTE France Cinéma', ' Canal+', ' Pandora Film', ' Andrew Lauren Productions', ' Alcatraz Films', ' The Apocalypse Films', ' Madants', ' Ciné+', ' ZDF', ' BFI']","France, Germany, Poland, United Kingdom, United States of America",English
248574,Barely Lethal,2015-04-23,2015,"['Adventure', ' Comedy', ' Action', ' Romance']",15000000,933847,12.481,['RKO Pictures LLC'],United States of America,"English, Spanish"
217993,Justice League: War,2014-01-21,2014,"['Animation', ' Action']",3500000,5155325,16.435,"['DC Entertainment', ' Warner Bros. Animation', ' DC Comics']",United States of America,English
4961,Mimic,1997-08-22,1997,"['Fantasy', ' Horror', ' Thriller', ' Science Fiction']",30000000,25480490,14.786,"['Dimension Films', ' Miramax']",United States of America,"English, Italian, Mandarin"
916,Bullitt,1968-10-17,1968,"['Action', ' Crime', ' Thriller']",5500000,42300873,27.583,"['Solar Productions', ' Warner Bros-Seven Arts']",United States of America,English
72197,The Pirates! In an Adventure with Scientists!,2012-03-12,2012,"['Animation', ' Adventure', ' Family', ' Comedy']",60000000,123054041,16.504,['Aardman'],United Kingdom,English
1537,Changing Lanes,2002-04-07,2002,['Thriller'],45000000,94935764,14.1,['Paramount'],United States of America,"Afrikaans, English"
514439,Breakthrough,2019-04-10,2019,['Drama'],14000000,49231674,29.215,"['Fox 2000 Pictures', ' 20th Century Fox']",United States of America,English
8978,Assault on Precinct 13,2005-01-19,2005,"['Thriller', ' Action', ' Adventure', ' Crime']",30000000,35294470,12.52,"['Rogue Pictures', ' Why Not Productions', ' Liaison Films', ' Biscayne Pictures', ' Don Carmody Productions', ' Focus Features']","Canada, France, United States of America","English, Serbian"
39939,Super Troopers,2001-02-15,2001,"['Comedy', ' Crime', ' Mystery']",1200000,18492362,9.964,"['Fox Searchlight Pictures', ' Broken Lizard Industries', ' Jersey Shore', ' Cataland Films', ' Árpád Productions']",United States of America,English
83,Open Water,2003-10-26,2003,"['Drama', ' Thriller', ' Horror']",130000,54667954,12.827,['Plunge Pictures LLC'],United States of America,English
9907,Barnyard,2006-08-04,2006,"['Animation', ' Comedy', ' Family']",51000000,116476887,27.191,"['O Entertainment', ' Nickelodeon Movies', ' Paramount', ' Omation']","Germany, United States of America",English
3489,88 Minutes,2007-02-14,2007,"['Crime', ' Mystery', ' Thriller']",30000000,32593385,16.249,"['TriStar Pictures', ' Brightlight Pictures', ' Nu Image']",United States of America,English
10307,Stigmata,1999-09-10,1999,"['Horror', ' Thriller']",29000000,50041732,16.511,"['FGM Entertainment', ' Metro-Goldwyn-Mayer']",United States of America,"English, Italian, Portuguese"
60420,Like Crazy,2011-10-28,2011,"['Drama', ' Romance']",250000,3542353,15.713,"['Paramount Vantage', ' Andrea Sperling Productions', ' Indian Paintbrush', ' Super Crispy Entertainment', ' Ascension Productions']",United States of America,English
316154,The Bad Batch,2017-06-23,2017,"['Drama', ' Horror', ' Science Fiction']",6000000,180851,14.171,"['Annapurna Pictures', ' Vice Studios']",United States of America,English
5279,Gosford Park,2001-11-07,2001,"['Drama', ' Mystery', ' Thriller']",19800000,87754044,20.07,"['Sandcastle 5', ' Chicagofilms', ' Medusa Film']","Italy, United States of America",English
77495,Sleep Tight,2011-10-14,2011,"['Thriller', ' Horror']",5000000,8791590,17.169,"['Castelao Productions', ' Cubica', ' Filmax Entertainment', ' Coser y Cantar', ' Canal+ España']",Spain,Spanish
711,Finding Forrester,2000-12-21,2000,['Drama'],43000000,80049764,14.88,"['Laurence Mark Productions', ' Finding Forrester Productions', ' Fountainbridge Films']",United States of America,English
10760,Sydney White,2007-09-21,2007,['Comedy'],16500000,13620075,16.016,"['Clifford Werber Productions', ' Morgan Creek', ' SW7D Productions']",United States of America,English
10016,Ghosts of Mars,2001-08-24,2001,"['Action', ' Horror', ' Science Fiction']",28000000,14010832,14.189,"['Animationwerks', ' Screen Gems', ' Storm King Productions']",United States of America,English
9064,Hellbound: Hellraiser II,1988-12-23,1988,"['Horror', ' Thriller']",3000000,12090735,23.197,"['Film Futures', ' New World Pictures', ' Cinemarque Entertainment', ' King Video Productions']","United Kingdom, United States of America",English
418879,The Current War,2018-02-01,2018,"['Drama', ' History']",30000000,12217160,12.372,"['Bazelevs Production', ' Film Rites', ' Fourth Floor Productions', ' 101 Studios', ' Lantern Entertainment', ' Location HQ', ' The Weinstein Company']","Russia, United States of America, United Kingdom",English
902,The City of Lost Children,1995-05-17,1995,"['Fantasy', ' Science Fiction', ' Adventure']",18000000,1738611,15.782,"['Victoires Productions', ' Constellation Productions', ' Claudie Ossard Productions', ' Eurimages', "" Club d'Investissement Média"", ' Canal+ España', ' Studio Image', ' Cofimage 4', ' Cofimage 5', ' Constellation', ' Elías Querejeta PC', ' France 3 Cinéma', ' Lumière Pictures', ' Ossane', ' Phoenix Images', ' PROCIREP', ' Tele München Fernseh Produktionsgesellschaft (TMG)', ' CNC', ' TVE', ' StudioCanal', ' MEDIA Programme of the European Union', ' Sony Pictures Classics']","Belgium, France, Germany, Spain, United Kingdom","Cantonese, French"
445,Caché,2005-10-05,2005,"['Mystery', ' Drama', ' Thriller']",8731048,36000000,11.306,"['Les Films du Losange', ' wega film vienna', ' BIM Distribuzione', ' CNC', ' Filmstiftung Nordrhein-Westfalen', ' France 3 Cinéma', ' Eurimages', ' Bavaria Film', ' Filmfonds Wien', ' OFI', ' Canal+', ' StudioCanal', ' ARTE France Cinéma', ' WDR', ' ORF']","Austria, France, Germany, Italy",French
10987,Halloween: The Curse of Michael Myers,1995-09-29,1995,"['Horror', ' Thriller']",5000000,15116634,23.589,"['Miramax', ' Halloween VI Productions', ' Nightfall Productions', ' Trancas International Films', ' Dimension Films']",United States of America,English
14405,Beverly Hills Chihuahua,2008-10-03,2008,"['Comedy', ' Family', ' Adventure', ' Romance']",20000000,149281606,19.425,"['Walt Disney Pictures', ' Smart Entertainment', ' Mandeville Films']",United States of America,English
342521,Keanu,2016-04-21,2016,"['Action', ' Comedy', ' Crime']",15000000,20609977,12.277,"['New Line Cinema', ' Warner Bros. Pictures', ' Monkeypaw Productions']",United States of America,English
10136,The Golden Child,1986-12-12,1986,"['Action', ' Adventure', ' Comedy']",25000000,79817939,16.428,"['Eddie Murphy Productions', ' Feldman/Meeker Productions', ' Paramount']",United States of America,"English, Mandarin, Tibetan"
22798,Whip It,2009-04-09,2009,['Drama'],15000000,16633035,17.284,"['Dune Entertainment', ' Mandate Pictures', ' Vincent Pictures', ' Flower Films', ' Rye Road Productions', ' Babe Ruthless Productions', ' Barry Mendel Productions', ' Fox Searchlight Pictures', ' Mandate International']",United States of America,English
9904,The Wild,2006-04-06,2006,"['Family', ' Animation']",80000000,102338515,24.166,"['Walt Disney Pictures', ' C.O.R.E. Feature Animation', ' Contrafilm', ' Hoytyboy Pictures', ' Nigel Productions', ' Sir Zip Studios']","Canada, United States of America",English
9562,Timeline,2003-11-26,2003,"['Action', ' Adventure', ' Science Fiction']",80000000,43935763,20.039,"['Paramount', ' Mutual Film Company', "" The Donners' Company"", ' Cobalt Media Group', ' Artists Production Group (APG)']",United States of America,"English, French"
84175,Beasts of the Southern Wild,2012-06-29,2012,"['Drama', ' Fantasy']",1800000,21107746,14.582,"['Cinereach', ' Court 13 Pictures', ' Journeyman Pictures', ' Department of Motion Pictures', ' Fox Searchlight Pictures']",United States of America,English
46261,Don't Be Afraid of the Dark,2010-11-06,2010,"['Fantasy', ' Horror', ' Thriller']",25000000,36993168,16.466,"['Miramax', ' FilmDistrict', ' Necropia Entertainment', ' Gran Via Productions', ' Tequila Gang']","United States of America, Australia, Mexico",English
11202,Patton,1970-01-25,1970,"['War', ' Drama', ' History']",12000000,89800000,16.545,['20th Century Fox'],United States of America,"Arabic, English, French, German, Italian, Russian"
1008042,Talk to Me,2023-07-26,2023,"['Horror', ' Thriller']",4500000,72600000,1458.514,"['Causeway Films', ' Metrol Technology', ' Screen Australia', ' South Australian Film Corporation', ' Bankside Films', ' Head Gear Films', ' Adelaide Film Festival Investment Fund']","Australia, United Kingdom",English
1073,Arlington Road,1999-03-19,1999,"['Crime', ' Drama', ' Thriller', ' Mystery']",31000000,41067311,12.648,"['Lakeshore Entertainment', ' Screen Gems', ' Arlington Road Productions Corporation', ' Gorai / Samuelson Productions', ' Samuelson Productions', ' PolyGram Filmed Entertainment']",United States of America,English
1791,The Piano Teacher,2001-09-05,2001,"['Drama', ' Romance']",3000000,9801375,20.6,"['ARTE', ' Bavaria Film International', ' CNC', ' Canal+', ' ARTE France Cinéma', ' BR']","Austria, France, Germany","French, German"
1730,Inland Empire,2006-09-06,2006,"['Mystery', ' Thriller', ' Horror']",15000000,4045770,20.548,"['Camerimage Festival', ' Absurda', ' Asymmetrical Productions', ' StudioCanal']","France, Poland, United States of America","English, Polish"
336050,Son of Saul,2015-06-11,2015,"['War', ' Drama', ' Thriller']",1000000,1777043,13.38,"['Hungarian National Film Fund', ' Laokoon Filmgroup']",Hungary,"Greek, Hebrew, Yiddish, German, Polish, Russian, Slovak, Hungarian"
51241,Heartbeats,2010-10-09,2010,"['Drama', ' Romance']",464229,62985,10.968,['Mifilifilms'],Canada,"English, French"
9922,The Postman,1997-12-25,1997,"['Science Fiction', ' Adventure', ' Action', ' War']",80000000,17626234,17.36,"['Tig Productions', ' Warner Bros. Pictures']",United States of America,English
37725,It's a Boy Girl Thing,2006-07-15,2006,"['Comedy', ' Fantasy', ' Romance']",15500000,7385434,13.669,"['Icon Entertainment International', ' Rocket Pictures', ' Prospero Pictures', ' Scion Films', ' Alliance Atlantis']","Canada, United States of America, United Kingdom",English
10135,Road House,1989-05-19,1989,"['Action', ' Thriller']",15000000,30050028,15.496,"['United Artists', ' Star Partners II Ltd.', ' Silver Pictures']",United States of America,"English, Portuguese"
14919,Batman: Mask of the Phantasm,1993-12-25,1993,"['Action', ' Animation', ' Crime', ' Mystery']",6000000,5617391,20.015,['Warner Bros. Family Entertainment'],United States of America,English
164251,Serena,2014-10-12,2014,['Drama'],30000000,5092129,14.277,"['Chockstone Pictures', ' 2929 Productions', ' Nick Wechsler Productions']",United States of America,English
2000,"Aguirre, the Wrath of God",1972-12-29,1972,"['Adventure', ' Drama', ' History']",370000,37041,15.404,"['Werner Herzog Filmproduktion', ' HR']","Germany, Mexico, Peru","Spanish, Quechua, German"
4105,Black Rain,1989-09-22,1989,"['Drama', ' Action', ' Thriller']",30000000,134212055,19.34,"['Pegasus Film Partners', ' Paramount', ' Jaffe-Lansing']",United States of America,"English, Japanese"
438808,White Boy Rick,2018-09-14,2018,"['Crime', ' Drama']",29000000,26000000,14.136,"['Studio 8', ' Protozoa Pictures', ' LBI Productions', ' Columbia Pictures']",United States of America,English
49022,Something Borrowed,2011-05-05,2011,"['Comedy', ' Drama', ' Romance']",35000000,65090821,14.932,"['Wild Ocean Films', ' Alcon Entertainment', ' 2S Films', ' Warner Bros. Pictures', ' Summit Entertainment']",United States of America,English
516329,Antlers,2021-10-28,2021,"['Drama', ' Horror', ' Mystery']",17000000,18867659,24.05,"['Searchlight Pictures', ' Phantom Four', ' Double Dare You Productions', ' Mirada Studio', ' TSG Entertainment']",United States of America,English
430231,The Endless,2017-11-05,2017,"['Science Fiction', ' Horror', ' Thriller']",1000000,956425,15.066,"['Snowfort Pictures', ' Pfaff & Pfaff Productions', ' Love & Death Productions', ' Rustic Films', ' XYZ Films']",United States of America,English
10053,When a Stranger Calls,2006-02-03,2006,"['Horror', ' Mystery']",15000000,67062123,18.98,"['Davis Entertainment', ' Screen Gems']",United States of America,English
489931,American Animals,2018-06-01,2018,"['Drama', ' Crime', ' Documentary']",3000000,2847319,8.686,"['Film4 Productions', ' RAW', ' Lava Bear Films', ' Suburban Tallyho Productions', ' AI Film', ' Reliance Entertainment']","India, United Kingdom, United States of America",English
288158,The Woman in Black 2: Angel of Death,2014-12-30,2014,"['Thriller', ' Horror', ' Drama']",15000000,48854305,11.918,"['Vertigo Entertainment', ' Hammer Film Productions', ' Alliance Films', ' Talisman Productions', ' Exclusive Media', ' Da Vinci Media Ventures']","United Kingdom, United States of America, Canada",English
2355,Reign Over Me,2007-03-22,2007,['Drama'],20000000,22222308,13.599,"['Columbia Pictures', ' Sunlight Productions', ' Relativity Media', ' Madison 23', ' Happy Madison Productions']",United States of America,English
556694,Three Thousand Years of Longing,2022-08-24,2022,"['Drama', ' Adventure', ' Fantasy', ' Romance']",60000000,20282422,60.041,"['FilmNation Entertainment', ' Elevate Production Finance', ' Sunac Pictures', ' Kennedy Miller Mitchell']","Australia, China, United Kingdom","German, English, French, Greek, Turkish"
7442,Sleeping with the Enemy,1991-01-13,1991,"['Drama', ' Crime', ' Thriller']",19000000,174999005,23.601,"['20th Century Fox', ' Leonard Goldberg Productions']",United States of America,English
394741,Stan & Ollie,2018-12-28,2018,"['Comedy', ' Drama']",10000000,24420923,10.078,"['Fable Pictures', ' Entertainment One', ' Baby Cow Productions', ' Sonesta Films', ' BBC Film', ' Laurel and Hardy Feature Productions', ' Sony Pictures Classics', ' Entertainment One Features']","Canada, United Kingdom, United States of America",English
48340,Sanctum,2011-02-03,2011,"['Action', ' Thriller']",30000000,108609310,15.503,"['Universal Pictures', ' Relativity Media', ' Wayfare Entertainment', ' Great Wight Productions/ Osford Films', ' Sanctum Australia', ' Start Motion Pictures']","United States of America, Australia",English
806,The Omen,2006-06-06,2006,['Horror'],25000000,119975084,17.726,"['20th Century Fox', ' 11:11 Mediaworks']",United States of America,"English, Italian"
10440,Manhattan Murder Mystery,1993-05-02,1993,"['Comedy', ' Mystery']",13500000,11285588,11.216,"['TriStar Pictures', ' Jack Rollins & Charles H. Joffe Productions']",United States of America,English
13805,Disaster Movie,2008-08-29,2008,"['Comedy', ' Science Fiction']",25000000,14109284,14.25,"['3 in the Box', ' Lionsgate', ' Grosvenor Park Media', ' The Safran Company', ' Summit Entertainment', ' GTS Distribution']",United States of America,English
282813,The Pyramid,2014-12-04,2014,['Horror'],6500000,16861137,17.079,"['Silvatar Media', ' Fox International Productions', ' Sahara Productions']",United States of America,English
9013,Midnight Run,1988-07-20,1988,"['Crime', ' Comedy', ' Action', ' Adventure']",30000000,38413606,12.119,"['City Light Films', ' Universal Pictures']",United States of America,English
54318,The Water Horse,2007-12-25,2007,"['Family', ' Adventure', ' Fantasy']",40000000,103071443,25.303,"['Revolution Studios', ' Walden Media', ' Beacon Pictures', ' Ecosse Films']","United States of America, United Kingdom, Australia",English
66,Absolute Power,1997-02-14,1997,"['Crime', ' Drama', ' Action']",50000000,50068310,15.84,"['Castle Rock Entertainment', ' Malpaso Productions']",United States of America,English
25196,Crazy Heart,2009-12-16,2009,"['Drama', ' Music', ' Romance']",7000000,47405566,12.644,"['Fox Searchlight Pictures', ' Informant Media', "" Butcher's Run Films""]",United States of America,"English, Spanish"
13767,The Santa Clause 3: The Escape Clause,2006-11-02,2006,"['Comedy', ' Family', ' Adventure']",12000000,84500122,23.724,"['Walt Disney Pictures', ' Boxing Cat Films', ' Outlaw Productions', ' Santa Frost Productions']",United States of America,English
11045,Taxi,2004-10-06,2004,"['Action', ' Comedy', ' Thriller', ' Crime']",25000000,71255003,21.846,"['Robert Simonds Productions', ' EuropaCorp', ' 20th Century Fox']","France, United States of America","English, Portuguese"
10435,Chaplin,1992-12-17,1992,['Drama'],31000000,9493259,14.709,"['Japan Satellite Broadcasting (JSB)', ' RCS Video', ' Le Studio Canal+', ' Carolco Pictures', ' TriStar Pictures']","France, Italy, Japan, United Kingdom, United States of America",English
11549,Invasion of the Body Snatchers,1956-02-05,1956,"['Horror', ' Science Fiction']",417000,3000000,13.857,"['Allied Artists Pictures', ' Walter Wanger Productions']",United States of America,English
13155,Return to Oz,1985-06-21,1985,"['Adventure', ' Family', ' Fantasy']",25000000,11137801,17.736,"['Oz Productions Ltd.', ' Silver Screen Partners II']","United Kingdom, United States of America",English
9030,The Eye,2008-02-01,2008,"['Drama', ' Horror', ' Thriller']",12000000,58010320,14.361,"['Paramount Vantage', ' VN Productions', ' Cruise/Wagner Productions', ' Vertigo Entertainment', ' Lionsgate']",United States of America,"Spanish, English"
55347,Beginners,2010-09-16,2010,"['Drama', ' Romance', ' Comedy']",3200000,14311701,11.91,"['Parts and Labor', ' Olympus Pictures', ' Focus Features']",United States of America,"English, French"
192577,Space Pirate Captain Harlock,2013-09-07,2013,"['Animation', ' Science Fiction']",30000000,18010317,17.587,"['Toei Animation', ' Marza Animation Planet']",Japan,Japanese
10436,The Age of Innocence,1993-09-10,1993,"['Drama', ' Romance']",34000000,32255440,15.455,"['Columbia Pictures', ' Cappa Productions']",United States of America,"English, Italian"
244506,Camp X-Ray,2014-10-17,2014,['Drama'],1000000,59744,15.367,"['Young Gang', ' Gotham Group', ' Upload Films', ' GNK Productions', ' Rough House Pictures']",United States of America,English
11979,Queen of the Damned,2002-02-10,2002,"['Drama', ' Fantasy', ' Horror']",35000000,45479110,16.319,"['WV Films LLC', ' Village Roadshow Pictures', ' NPV Entertainment', ' Material', ' Warner Bros. Pictures']","Australia, United States of America",English
10518,Marathon Man,1976-10-08,1976,['Thriller'],6500000,21709020,13.542,['Paramount'],United States of America,"English, Yiddish, Spanish, Italian, German, French"
823625,Blacklight,2022-02-10,2022,"['Action', ' Thriller']",43000000,15902207,49.396,"['The Solution', ' Zero Gravity Management', ' Film Victoria', ' Lightstream Entertainment', ' Screen Australia', ' Universal Pictures', ' Footloose Productions', ' Sina Studios', ' Fourstar Film Partners Production', ' Elevate Production Finance', ' Monty the Dog Productions']","United States of America, Australia",English
11622,Blast from the Past,1999-02-12,1999,"['Drama', ' Romance', ' Comedy']",35000000,40263020,19.058,"['Midnight Sun Pictures', ' New Line Cinema', ' Forge']",United States of America,"Latin, English, French, German"
12610,Osmosis Jones,2001-08-10,2001,"['Adventure', ' Animation', ' Action', ' Comedy', ' Family']",75000000,13596911,19.043,"['Conundrum Entertainment', ' Warner Bros. Animation', ' Warner Bros. Pictures']",United States of America,English
11982,Look Who's Talking Now!,1993-11-05,1993,"['Romance', ' Comedy', ' Family']",22000000,10340263,12.699,['TriStar Pictures'],United States of America,English
425336,Loving Pablo,2017-10-12,2017,"['Crime', ' Drama']",4667008,17535962,12.591,"['B2Y EOOD', ' Escobar Films', ' Millennium Media']","Bulgaria, Spain","English, Spanish"
13685,Bottle Rocket,1996-02-21,1996,"['Comedy', ' Crime', ' Drama']",7000000,1040879,10.929,"['Gracie Films', ' Columbia Pictures', ' Boyle-Taylor Productions']",United States of America,"Spanish, English"
2055,Open Range,2003-08-29,2003,"['Western', ' Action', ' Drama', ' Adventure', ' Romance']",22000000,68296293,23.061,"['Tig Productions', ' Touchstone Pictures', ' Cobalt Media Group', ' Beacon Pictures', ' Allied Filmmakers']","United Kingdom, United States of America",English
129139,The To Do List,2013-07-24,2013,"['Comedy', ' Romance']",1500000,3566225,14.055,"['3 Arts Entertainment', ' The Mark Gordon Company', ' Varsity Pictures']",United States of America,English
18320,The Young Victoria,2009-03-04,2009,"['Drama', ' History', ' Romance']",35000000,29196409,16.338,"['GK Films', ' Mandate International']","United Kingdom, United States of America","German, English"
10782,Basic,2003-04-18,2003,"['Action', ' Drama', ' Mystery', ' Thriller', ' Crime']",50000000,42792561,14.462,"['Intermedia Films', ' Krane Entertainment', ' Phoenix Pictures', ' Columbia Pictures', ' Senator International']","Germany, United Kingdom, United States of America",English
41411,The Round Up,2010-03-10,2010,"['Drama', ' History', ' War']",20000000,25346148,12.719,"['Gaumont', ' EOS Entertainment', ' Eurofilm Stúdió', ' Légende Films', ' Légende des Siècles', ' SMTS', ' KS2 Cinéma', ' Alva Films', ' CinéCinéma', ' La Région Île-de-France', ' CNC', ' Canal+', ' France 3 Cinéma', ' France Télévisions', ' TF1 Films Production', ' FFA']","France, Germany, Hungary","French, German, Yiddish"
339380,On the Basis of Sex,2018-12-25,2018,"['Drama', ' History']",20000000,38673750,15.688,"['Robert Cort Productions', ' Participant', ' Focus Features', ' DreamWorks Pictures']",United States of America,English
71668,Piranha 3DD,2012-05-11,2012,"['Horror', ' Thriller', ' Comedy']",5000000,8493728,24.105,"['Dimension Films', ' Mark Canton Productions', ' Intellectual Properties Worldwide']",United States of America,English
9541,Jersey Girl,2004-03-25,2004,"['Comedy', ' Romance', ' Drama']",35000000,35492921,15.654,"['Close Call Films', ' Miramax', ' View Askew Productions', ' Beverly Detroit']",United States of America,English
8879,Pale Rider,1985-06-28,1985,['Western'],6900000,41410568,33.801,"['Warner Bros. Pictures', ' Malpaso Productions']",United States of America,English
9594,Double Impact,1991-07-31,1991,"['Thriller', ' Action', ' Crime', ' Drama']",15000000,30102717,28.904,"['Stone Group Pictures', ' Vision International', ' Columbia Pictures']",United States of America,English
12123,Chain Reaction,1996-08-02,1996,"['Science Fiction', ' Action', ' Drama', ' Thriller']",50000000,60209334,16.499,"['Chicago Pacific Entertainment', ' 20th Century Fox', ' The Zanuck Company', ' 3 Arts Entertainment']",United States of America,English
459910,Braven,2018-02-01,2018,"['Drama', ' Action', ' Thriller']",5000000,854319,22.061,"['Pride of Gypsies', ' Tinker Productions', ' Hassell Free Production', ' Highland Film Group', ' Narrative Capital', ' Braven NL']",Canada,English
45610,Machine Gun Preacher,2011-09-23,2011,"['Action', ' Thriller', ' Crime']",30000000,2527904,28.312,"['Virgin Produced', ' Relativity Media', ' Mpower Pictures', ' Apparatus Productions', ' GG Filmz', ' 1984 Private Defense Contractors', ' ITS Capital', ' Merlina Entertainment', ' MGP Productions', ' Moonlighting Films', ' Safady Entertainment']",United States of America,"Arabic, English"
38358,The Last Exorcism,2010-08-27,2010,"['Horror', ' Thriller', ' Mystery']",1800000,69432527,19.31,"['Strike Entertainment', ' StudioCanal', ' Arcade Pictures']","United States of America, France",English
